distance_cat,scenario,distance_m,n_lights,car_time_s,bike_time_s,diff_time,winner
SHORT,PEAK,988.4270580918512,0,420.40942423204825,318.80026462647186,101.6091596055764,Bike
SHORT,PEAK,1990.4542440384705,6,788.8861033785829,475.22198513952424,313.66411823905867,Bike
SHORT,PEAK,1064.402263184559,0,345.9532306338925,287.27312161643243,58.68010901746004,Bike
SHORT,PEAK,1813.2864781241562,7,684.1782837188998,464.29493390670996,219.88334981218986,Bike
SHORT,PEAK,1901.171595349421,0,474.34524590582237,404.30044206262085,70.04480384320152,Bike
SHORT,PEAK,2009.3084343382052,8,689.9984640857853,483.4323219693642,206.56614211642108,Bike
SHORT,PEAK,3148.6399906011216,1,655.979424573958,675.7299385390298,-19.750513965071832,Car
SHORT,PEAK,819.8636065229812,3,282.94896288597243,405.2846843343299,-122.33572144835745,Car
SHORT,PEAK,2611.0628292277493,3,796.4228939684217,623.608293412512,172.8146005559097,Bike
SHORT,PEAK,896.2945969167735,5,467.68897780580596,333.2960299005473,134.39294790525867,Bike
SHORT,PEAK,1475.4113227911446,0,315.5423668067983,328.7008127043463,-13.15844589754795,Car
SHORT,PEAK,1268.8730395278694,3,509.8329221461984,351.11855776525823,158.7143643809402,Bike
SHORT,PEAK,2201.972382705713,3,569.3466949141696,466.90348221303753,102.44321270113204,Bike
SHORT,PEAK,1579.6731289007164,1,467.14537655077004,458.87451609383464,8.270860456935395,Bike
SHORT,PEAK,725.38602111805,1,264.68882975437464,187.44296788738467,77.24586186698997,Bike
SHORT,PEAK,1761.9311865203563,6,548.3047279241924,417.6314306874592,130.67329723673322,Bike
SHORT,PEAK,1732.6955382418626,2,567.9081385195024,395.2406560330768,172.66748248642557,Bike
SHORT,PEAK,1435.640706671027,0,515.0851927966991,365.70421676138585,149.3809760353132,Bike
SHORT,PEAK,1384.259042378959,6,640.9549928867528,343.8008751556188,297.154117731134,Bike
SHORT,PEAK,1466.062360330876,0,359.0649324175972,452.829661247573,-93.76472882997575,Car
SHORT,PEAK,922.6058140075941,2,310.9209057703886,273.7659295790862,37.15497619130235,Bike
SHORT,PEAK,1565.2479446938687,0,317.04716629521573,479.1626531776202,-162.11548688240447,Car
SHORT,PEAK,2024.7316526221257,0,407.2735156305817,439.2578993840195,-31.984383753437783,Car
SHORT,PEAK,1523.8831504859413,1,445.03331534350474,365.12389701396745,79.90941832953729,Bike
SHORT,PEAK,2944.287881841808,4,1092.6582111522696,664.9230559001927,427.7351552520769,Bike
SHORT,PEAK,3490.7312139760434,5,860.1708570801857,916.2189786805675,-56.04812160038182,Car
SHORT,PEAK,3529.7364029086066,3,760.2055501635383,827.5805354228679,-67.3749852593296,Car
SHORT,PEAK,778.5022032909245,2,344.04996988206926,246.54244688699913,97.50752299507013,Bike
SHORT,PEAK,3818.5454823717328,6,1048.2915434147435,1009.8127082409798,38.47883517376374,Bike
SHORT,PEAK,1337.737494635049,4,374.2414044364183,337.13932436953684,37.102080066881456,Bike
SHORT,PEAK,849.5113697568758,2,286.0736580620205,325.8235080940641,-39.74985003204358,Car
SHORT,PEAK,1804.5220840761738,6,980.8225626557264,530.6446652167285,450.1778974389979,Bike
SHORT,PEAK,1198.1905025673236,2,352.2578839285669,433.6159448448697,-81.3580609163028,Car
SHORT,PEAK,1843.845561829925,2,556.8671123084944,535.0740075592207,21.793104749273652,Bike
SHORT,PEAK,1246.862003561044,1,398.227706111998,306.48151634256794,91.74618976943003,Bike
SHORT,PEAK,1409.0981831808047,8,657.7671346791508,385.82732149062736,271.93981318852343,Bike
SHORT,PEAK,571.1024628684577,0,176.91945329893286,122.76690678810776,54.152546510825104,Bike
SHORT,PEAK,1994.1176886787457,0,390.9843941413802,497.18604378580255,-106.20164964442233,Car
SHORT,PEAK,1607.204333944293,0,447.02716150988135,513.7422502755023,-66.71508876562098,Car
SHORT,PEAK,1644.575787652217,2,599.1597720907704,442.0958774268426,157.06389466392778,Bike
SHORT,PEAK,2457.4650848711863,13,1140.5000077530324,758.9769370768485,381.5230706761839,Bike
SHORT,PEAK,2010.741923317118,0,513.1187224026617,443.5106482272005,69.60807417546118,Bike
SHORT,PEAK,1730.8292914196686,4,475.1312940900289,619.5260937131416,-144.39479962311265,Car
SHORT,PEAK,1534.0899379964985,2,657.7011728312943,329.15903295573304,328.5421398755613,Bike
SHORT,PEAK,1714.6639547030877,5,570.7673099614627,520.5472361465206,50.22007381494211,Bike
SHORT,PEAK,861.7899471920855,0,331.04993201436287,347.8601548010066,-16.81022278664375,Car
SHORT,PEAK,1316.3012564868357,0,463.03964152130186,290.9245741421113,172.11506737919058,Bike
MEDIUM,OFF_PEAK,4256.766131767539,7,735.5012023985697,940.3751039899903,-204.87390159142058,Car
MEDIUM,OFF_PEAK,2909.964065325332,6,790.4696544432608,716.7133312998476,73.75632314341317,Bike
MEDIUM,OFF_PEAK,5710.928143540227,20,1614.3106237128397,1446.018926574218,168.29169713862166,Bike
MEDIUM,OFF_PEAK,4021.2022219323258,10,999.4832468576892,1060.0377735136644,-60.55452665597522,Car
MEDIUM,OFF_PEAK,2404.501802960988,5,631.3606004489169,650.4825877244225,-19.121987275505603,Car
MEDIUM,OFF_PEAK,2324.4921284606226,0,612.9589431645306,504.20968529860926,108.74925786592138,Bike
MEDIUM,OFF_PEAK,3555.1063120212407,0,643.8340339649772,743.4106475300329,-99.57661356505571,Car
MEDIUM,OFF_PEAK,3704.965881555998,0,719.5052441494303,786.2756156793351,-66.77037152990488,Car
MEDIUM,OFF_PEAK,2756.24292276342,0,670.534327779292,624.5047527384604,46.02957504083156,Bike
MEDIUM,OFF_PEAK,4171.298270463482,5,808.2955196180889,918.8612564682098,-110.56573685012097,Car
MEDIUM,OFF_PEAK,6999.98557614197,0,888.1888209819941,1557.2425817813828,-669.0537607993887,Car
MEDIUM,OFF_PEAK,3823.106014692765,2,553.9895619120816,844.4103051171054,-290.42074320502377,Car
MEDIUM,OFF_PEAK,5053.8469346280335,6,1202.5397060849282,1104.283322887694,98.25638319723407,Bike
MEDIUM,OFF_PEAK,5735.68373875914,11,1265.915880661178,1397.5430832910856,-131.62720262990752,Car
MEDIUM,OFF_PEAK,5431.166649509487,8,1066.1371570696854,1169.9151119759395,-103.77795490625408,Car
MEDIUM,OFF_PEAK,2413.558977702798,4,670.3629000000649,599.8249072046964,70.5379927953685,Bike
MEDIUM,OFF_PEAK,3279.7037326680074,5,960.3653717069662,733.340496152177,227.02487555478922,Bike
MEDIUM,OFF_PEAK,5132.397158810644,1,906.6381240952294,1182.7540434894122,-276.1159193941828,Car
MEDIUM,OFF_PEAK,3228.123766450953,5,823.727277022961,756.0893473609652,67.63792966199571,Bike
MEDIUM,OFF_PEAK,5481.019778567269,6,1134.1672043530273,1195.7787774189924,-61.6115730659651,Car
MEDIUM,OFF_PEAK,3789.3837541865378,3,918.6490708476317,849.2437763547105,69.40529449292126,Bike
MEDIUM,OFF_PEAK,2840.185545323341,0,503.52226854882935,589.5267138898291,-86.00444534099978,Car
MEDIUM,OFF_PEAK,5504.448568609648,18,1744.900035156125,1501.0071069389292,243.89292821719596,Bike
MEDIUM,OFF_PEAK,5112.23566701404,9,1362.6963618734367,1299.7488771371918,62.94748473624486,Bike
MEDIUM,OFF_PEAK,4702.926301144752,8,1075.5288658814281,1055.6430433588919,19.885822522536273,Bike
MEDIUM,OFF_PEAK,4081.3765222372353,2,921.4170477991972,886.6024164398433,34.81463135935394,Bike
MEDIUM,OFF_PEAK,4625.691246840242,20,1479.1766114753354,1106.1970580961065,372.97955337922895,Bike
MEDIUM,OFF_PEAK,3733.8139451383113,7,759.3024812856405,813.4949842564786,-54.19250297083806,Car
MEDIUM,OFF_PEAK,5341.017583878451,10,1110.3329412206037,1193.913240551861,-83.58029933125727,Car
MEDIUM,OFF_PEAK,3365.8773511393883,3,695.4942875064544,819.9761476483915,-124.48186014193709,Car
MEDIUM,OFF_PEAK,5253.274420209577,14,1600.0500533472075,1206.1559081439793,393.89414520322816,Bike
MEDIUM,OFF_PEAK,4135.1281220847595,5,964.3477806413453,931.8320854071978,32.515695234147415,Bike
MEDIUM,OFF_PEAK,6122.9951734592105,8,1710.6361460117346,1457.5591205102362,253.07702550149838,Bike
MEDIUM,OFF_PEAK,2410.197494223527,6,648.7912724248515,640.6028874648862,8.188384959965333,Bike
MEDIUM,OFF_PEAK,5239.527919620916,7,1196.3632174304366,1274.2366841210749,-77.87346669063822,Car
MEDIUM,OFF_PEAK,2533.9746986035175,3,550.0791254842378,600.6468843800168,-50.56775889577898,Car
MEDIUM,OFF_PEAK,6966.332886803535,4,1284.0813860226117,1488.0216316755468,-203.94024565293512,Car
MEDIUM,OFF_PEAK,2868.8503834222765,0,440.9599105041321,589.6826185998467,-148.7227080957146,Car
MEDIUM,OFF_PEAK,4109.839653625297,16,1274.5643170754697,1021.3990296287049,253.16528744676486,Bike
MEDIUM,OFF_PEAK,5131.0787710310215,8,1009.2943068479442,1518.3788631468353,-509.08455629889113,Car
MEDIUM,OFF_PEAK,2916.159424484358,4,605.3414764489544,718.6277257494271,-113.28624930047272,Car
MEDIUM,OFF_PEAK,6932.817167157961,17,1870.774096639077,1624.752139457822,246.02195718125495,Bike
MEDIUM,OFF_PEAK,3361.775501506496,0,656.2267070284826,721.34994738974,-65.12324036125744,Car
MEDIUM,OFF_PEAK,2475.981758140904,0,428.2872730033688,985.6296546412368,-557.342381637868,Car
MEDIUM,OFF_PEAK,5404.766309314717,0,596.0331415588515,1146.3882321744798,-550.3550906156282,Car
MEDIUM,OFF_PEAK,6896.064708146293,2,890.8596899904559,1463.403859112316,-572.5441691218601,Car
MEDIUM,OFF_PEAK,4297.520700007051,1,797.1242329157252,911.0624135741486,-113.93818065842345,Car
MEDIUM,OFF_PEAK,2751.523568876114,15,906.7439815556407,784.8385872332501,121.90539432239063,Bike
MEDIUM,OFF_PEAK,1950.9776764837552,6,690.9869949532078,577.6999682620352,113.28702669117263,Bike
MEDIUM,OFF_PEAK,3535.6219848403716,17,990.4755815641679,963.2665870982113,27.208994465956607,Bike
MEDIUM,PEAK,2877.4928022046033,2,739.2485346347945,704.0465242979805,35.202010336814055,Bike
MEDIUM,PEAK,5395.066147967386,21,1738.9205021273663,1332.8438083927922,406.07669373457406,Bike
MEDIUM,PEAK,3365.6857298230125,10,1186.116463411564,791.4764145769215,394.64004883464247,Bike
MEDIUM,PEAK,3488.734081432671,5,894.029097064466,808.4104812843203,85.61861578014566,Bike
MEDIUM,PEAK,2452.256013459758,5,785.1684371306526,680.7891070693333,104.37933006131925,Bike
MEDIUM,PEAK,5221.359716787791,15,1930.355393329592,1256.2979039427548,674.0574893868372,Bike
MEDIUM,PEAK,3200.1281519264844,8,1234.4141364349773,795.4283133660913,438.985823068886,Bike
MEDIUM,PEAK,3460.513171884988,6,1064.3060721281277,806.3594865231885,257.9465856049392,Bike
MEDIUM,PEAK,5101.073490055483,1,1035.6083179584007,1069.0572669609883,-33.4489490025876,Car
MEDIUM,PEAK,4896.646602168646,6,1253.6595117344182,1096.9118431528914,156.7476685815268,Bike
MEDIUM,PEAK,3612.8120200975686,2,870.5095388139579,778.7324192474424,91.77711956651547,Bike
MEDIUM,PEAK,3029.905209143258,5,1008.2062902607202,676.249539600732,331.9567506599882,Bike
MEDIUM,PEAK,5573.7691738011645,1,1208.9186504594684,1186.928841061954,21.989809397514364,Bike
MEDIUM,PEAK,6218.000567657269,2,1540.5824402284643,1345.330974894337,195.25146533412726,Bike
MEDIUM,PEAK,2537.290533209054,4,634.556202777995,576.298151717519,58.25805106047608,Bike
MEDIUM,PEAK,4405.701720352257,16,1676.3029933684093,1054.1971356295253,622.105857738884,Bike
MEDIUM,PEAK,4346.249961747057,0,1091.0282364153616,904.0353863294837,186.99285008587788,Bike
MEDIUM,PEAK,5541.450689139302,16,1991.6729072774096,1316.8500833041498,674.8228239732598,Bike
MEDIUM,PEAK,5318.094876422742,15,1675.8570284088657,1401.6874088580205,274.16961955084525,Bike
MEDIUM,PEAK,4604.44795855985,11,1614.5456263441604,1086.092613336715,528.4530130074454,Bike
MEDIUM,PEAK,3940.0009250469616,9,1337.9003840662824,905.4005744901054,432.499809576177,Bike
MEDIUM,PEAK,5692.8645032476,25,2341.918814905496,1461.4029636072773,880.5158512982189,Bike
MEDIUM,PEAK,3115.370795551068,7,1253.9272579361088,744.0273846148998,509.89987332120904,Bike
MEDIUM,PEAK,3006.567749062502,2,747.7223971159937,750.417311964698,-2.694914848704343,Car
MEDIUM,PEAK,3567.406087319027,15,1308.8658186646187,856.6504275166704,452.21539114794825,Bike
MEDIUM,PEAK,2928.993759905306,2,651.3894937408155,630.1159845268503,21.273509213965212,Bike
MEDIUM,PEAK,6905.011659796534,11,1900.0787851767873,1584.221692692439,315.8570924843482,Bike
MEDIUM,PEAK,3574.7393021764146,0,802.2573276367273,769.4555644878126,32.80176314891469,Bike
MEDIUM,PEAK,4632.92720332645,1,1031.1661916915248,1006.2917759137309,24.874415777793843,Bike
MEDIUM,PEAK,4302.305628781205,2,1113.1063804756122,937.0221696507596,176.08421082485268,Bike
MEDIUM,PEAK,3553.3013481035396,8,1221.347482578953,844.5671104003178,376.7803721786353,Bike
MEDIUM,PEAK,2847.9997858453526,1,683.9277865491882,653.7095187484001,30.218267800788112,Bike
MEDIUM,PEAK,3197.3643617276334,4,813.6498262815866,763.9654269881619,49.68439929342469,Bike
MEDIUM,PEAK,3721.1537176936804,8,1017.5175848170521,922.4507082460341,95.06687657101804,Bike
MEDIUM,PEAK,5413.753949580486,8,1507.5972694240675,1220.2859561119105,287.3113133121569,Bike
MEDIUM,PEAK,3995.8926464396673,18,1314.695915469926,1010.6988676904282,303.99704777949773,Bike
MEDIUM,PEAK,4210.020567626556,12,1603.3093156223017,1007.3984393968489,595.9108762254529,Bike
MEDIUM,PEAK,4433.217718252501,4,1152.222443811125,991.1393016070169,161.08314220410807,Bike
MEDIUM,PEAK,3698.8553938913283,7,1181.9913586580278,922.7165557731428,259.27480288488505,Bike
MEDIUM,PEAK,4330.098290438056,14,1330.5908023567747,1057.459646083959,273.1311562728158,Bike
MEDIUM,PEAK,2718.0540941777176,10,1021.3269868804198,766.3150311265815,255.01195575383827,Bike
MEDIUM,PEAK,3128.9149979515223,9,1149.1494631481369,807.7785106927851,341.3709524553518,Bike
MEDIUM,PEAK,4812.355617491181,7,1606.2455621070824,1137.853512051233,468.39205005584927,Bike
MEDIUM,PEAK,2976.151260163405,9,1224.3450476839753,716.6194221413879,507.7256255425874,Bike
MEDIUM,PEAK,3121.6459216534363,0,833.3206879562614,704.4081842581962,128.91250369806517,Bike
MEDIUM,PEAK,4021.655817412707,0,1302.023133906319,857.2529884126117,444.7701454937072,Bike
MEDIUM,PEAK,3351.8949584002953,1,898.293036389377,796.8490337035273,101.44400268584968,Bike
MEDIUM,PEAK,4493.393174697774,2,949.6122619030016,1052.4110818367606,-102.79881993375898,Car
MEDIUM,PEAK,3822.939355992062,6,1235.9460497391556,879.3669849552222,356.5790647839334,Bike
MEDIUM,PEAK,6909.2901852814975,4,1598.2876049483339,1516.0551490395642,82.23245590876968,Bike
LONG,OFF_PEAK,6776.077696773341,10,1408.4935127204694,1501.3856556491446,-92.89214292867518,Car
LONG,OFF_PEAK,7480.922089790698,16,1477.7889075589023,1644.275293581631,-166.48638602272877,Car
LONG,OFF_PEAK,7772.2055232996745,14,1737.0363869928565,2010.8787490260995,-273.84236203324303,Car
LONG,OFF_PEAK,4742.056842417815,3,877.4785630203755,1109.4616228857637,-231.9830598653882,Car
LONG,OFF_PEAK,8288.586052719502,19,1834.6532667920703,1959.7972935849866,-125.14402679291629,Car
LONG,OFF_PEAK,9560.726399082261,5,1478.2313524852261,2013.685117732963,-535.4537652477368,Car
LONG,OFF_PEAK,6694.252601052716,15,1825.4971687644672,1603.0396127827125,222.4575559817547,Bike
LONG,OFF_PEAK,6116.3655533694155,18,1557.5620499234549,1474.2499738784816,83.31207604497331,Bike
LONG,OFF_PEAK,7034.030340204327,13,1726.897284783573,1547.5436145077067,179.3536702758663,Bike
LONG,OFF_PEAK,11304.652306099453,26,2505.534790807528,2752.2085914461386,-246.67380063861037,Car
LONG,OFF_PEAK,6660.4681224399355,13,1412.3872668818449,1699.253115028696,-286.865848146851,Car
LONG,OFF_PEAK,6821.974476194162,19,1610.0834150465978,1748.1918579995831,-138.10844295298534,Car
LONG,OFF_PEAK,7487.696447329408,0,1097.083967154629,1587.4323473922,-490.34838023757106,Car
LONG,OFF_PEAK,10213.15674596089,9,1189.5270001627023,2157.876577359443,-968.3495771967409,Car
LONG,OFF_PEAK,9608.673955435517,8,1816.3730659908645,2064.936884912953,-248.56381892208833,Car
LONG,OFF_PEAK,8449.31744360704,36,2611.003153135508,2021.7456840441491,589.2574690913589,Bike
LONG,OFF_PEAK,6931.194966364895,16,1686.499390117628,1627.012600189103,59.48678992852501,Bike
LONG,OFF_PEAK,8560.313843733164,8,1446.4243258061736,1852.4550858505606,-406.0307600443871,Car
LONG,OFF_PEAK,4145.449872353197,12,1515.15981017817,932.5452223424055,582.6145878357644,Bike
LONG,OFF_PEAK,8126.06599455258,17,1682.9663234447855,1818.6705387365682,-135.7042152917827,Car
LONG,OFF_PEAK,6278.52206258203,1,875.0422486200512,1369.761539413687,-494.71929079363576,Car
LONG,OFF_PEAK,9855.657477129897,8,1455.7105016848316,2206.28548438689,-750.5749827020584,Car
LONG,OFF_PEAK,8680.478003646665,14,1597.2132125157057,1919.2164766954174,-322.0032641797118,Car
LONG,OFF_PEAK,5553.398731092704,1,986.6677699454517,1163.5532091376413,-176.88543919218955,Car
LONG,OFF_PEAK,4721.708344935268,7,1099.3993634244923,1096.4769673518776,2.9223960726146743,Bike
LONG,OFF_PEAK,8286.437500952794,18,1696.779107814056,1883.3338862113415,-186.55477839728542,Car
LONG,OFF_PEAK,7461.4301466005,6,1299.664181032417,1631.8122804057632,-332.1480993733462,Car
LONG,OFF_PEAK,6791.905198919817,19,1578.7005873500693,1678.959274139773,-100.25868678970369,Car
LONG,OFF_PEAK,8793.856044024662,20,2265.870570660967,2041.7654432281465,224.1051274328206,Bike
LONG,OFF_PEAK,5554.946704053433,1,831.2097724489166,1184.1233396380212,-352.9135671891046,Car
LONG,OFF_PEAK,4961.995085876413,5,1023.5181318347768,1130.7360767142957,-107.21794487951888,Car
LONG,OFF_PEAK,11935.556389121279,39,3014.077805295927,2884.844247405474,129.23355789045308,Bike
LONG,OFF_PEAK,10615.831588312123,23,2177.3406736657416,2403.292004399237,-225.95133073349552,Car
LONG,OFF_PEAK,8950.495055179077,13,1464.5538751458846,1970.5180624511972,-505.96418730531263,Car
LONG,OFF_PEAK,9559.21274190305,2,1279.900865374584,1998.9530167215682,-719.0521513469841,Car
LONG,OFF_PEAK,5440.660533989085,1,829.1393787932205,1364.670882701921,-535.5315039087005,Car
LONG,OFF_PEAK,10125.105393772585,15,2068.982635728981,2324.731353971307,-255.7487182423256,Car
LONG,OFF_PEAK,7077.35578440947,5,1115.4690260351376,1519.3751042110018,-403.9060781758642,Car
LONG,OFF_PEAK,6156.890617642936,2,939.6501933586553,1273.6344368084938,-333.98424344983846,Car
LONG,OFF_PEAK,6783.886276387253,20,1738.9071412485803,1643.0541965241737,95.8529447244066,Bike
LONG,OFF_PEAK,4336.857450522742,6,960.1991866951838,934.0140740734461,26.185112621737744,Bike
LONG,OFF_PEAK,10777.537490261775,16,2173.8070258596717,2495.0047218133777,-321.197695953706,Car
LONG,OFF_PEAK,14410.388935595976,7,2192.631169328175,3090.8307742126376,-898.1996048844626,Car
LONG,OFF_PEAK,9336.759875566397,8,1643.9613577800917,2279.4433301903764,-635.4819724102847,Car
LONG,OFF_PEAK,10178.590779269498,0,1443.0349980517296,2137.2252244254287,-694.190226373699,Car
LONG,OFF_PEAK,8081.510973792669,15,1949.2898640333724,1842.9160811122651,106.37378292110725,Bike
LONG,OFF_PEAK,7231.14776606802,9,1399.6955227381438,1609.2935999031836,-209.59807716503974,Car
LONG,OFF_PEAK,7544.309401341828,3,1200.7753348958017,1663.3742841850583,-462.59894928925655,Car
LONG,OFF_PEAK,12580.155882144638,26,2533.0082337213985,2879.453217440837,-346.44498371943837,Car
LONG,PEAK,6894.476008643042,1,1504.528703758665,1504.9213584602599,-0.3926547015948927,Car
LONG,PEAK,4463.425734471143,1,963.4226128382205,1021.8557763262216,-58.43316348800113,Car
LONG,PEAK,7430.769176719337,19,2241.132409048952,1811.4061276101863,429.7262814387657,Bike
LONG,PEAK,8419.86271263319,21,2409.239541768352,1961.052782642214,448.186759126138,Bike
LONG,PEAK,14354.35531297588,7,3361.4938620001903,2987.138805482559,374.3550565176315,Bike
LONG,PEAK,12491.085431625988,5,2863.5703814432222,2673.2710489462615,190.2993324969607,Bike
LONG,PEAK,8331.659995738326,26,3297.0631103053697,2107.5235927873196,1189.5395175180502,Bike
LONG,PEAK,7242.577785832979,9,1767.7246881329663,1639.8362195046395,127.88846862832679,Bike
LONG,PEAK,7845.616303796962,12,1821.633605267329,1785.6292090159527,36.00439625137619,Bike
LONG,PEAK,8424.016928636285,8,1939.8909502681329,1827.2126301541928,112.67832011394012,Bike
LONG,PEAK,5584.607803568935,13,1474.9738457282558,1349.923142122558,125.05070360569789,Bike
LONG,PEAK,9932.018825910669,25,2899.01669068893,2278.3604771213486,620.6562135675813,Bike
LONG,PEAK,9353.173469136178,18,2879.7978381429143,2119.8436767517064,759.9541613912079,Bike
LONG,PEAK,11945.042953342638,15,3193.795796134994,2665.546161474206,528.2496346607877,Bike
LONG,PEAK,6939.581323945673,2,1448.7344851965352,1460.4690460925524,-11.734560896017229,Car
LONG,PEAK,9033.410884945048,4,1962.907593357123,1909.401226044409,53.50636731271402,Bike
LONG,PEAK,7272.140049200757,7,1699.9590163109046,1571.369383863066,128.58963244783854,Bike
LONG,PEAK,8017.618203310183,11,2501.0456900180975,1772.5071465672756,728.5385434508219,Bike
LONG,PEAK,8233.951409527588,26,2634.381606344936,1923.5898024047303,710.7918039402055,Bike
LONG,PEAK,5430.417045396939,11,1848.4529715868944,1230.2628551931566,618.1901163937378,Bike
LONG,PEAK,6894.291954890784,8,1456.8737704063092,1510.7674182452124,-53.893647838903235,Car
LONG,PEAK,12004.650995887007,16,3256.4619567796867,2601.178370756576,655.2835860231107,Bike
